8.506242036819458008e-01,6.369616389274597168e-01,5.111364722251892090e-01,2.697866559028625488e-01,3.078293800354003906e-01,4.097348451614379883e-02,7.524013519287109375e-02,1.652759313583374023e-02,1.752672791481018066e-01,8.132702112197875977e-01,6.494157314300537109e-01,9.127555489540100098e-01,5.036269426345825195e-01,6.066357493400573730e-01,9.707428216934204102e-01,7.294965386390686035e-01,6.322707533836364746e-01,5.436249375343322754e-01,5.599173903465270996e-01,9.350724220275878906e-01,2.773470282554626465e-01,8.158535361289978027e-01,6.708765029907226562e-01,2.738475799560546875e-03
3.941491246223449707e-01,8.574042320251464844e-01,5.543149113655090332e-01,3.358554840087890625e-02,7.648898959159851074e-01,7.296554446220397949e-01,8.465752005577087402e-01,1.756556034088134766e-01,8.928674459457397461e-02,8.631789088249206543e-01,2.210193872451782227e-02,5.414611697196960449e-01,8.039963245391845703e-02,2.997118830680847168e-01,4.810613393783569336e-01,4.226871728897094727e-01,4.032384753227233887e-01,2.831965684890747070e-02,5.352616310119628906e-03,1.242832541465759277e-01,8.284270763397216797e-03,6.706243753433227539e-01,5.256177186965942383e-01,6.471894979476928711e-01
2.572997808456420898e-01,6.153850555419921875e-01,7.640548944473266602e-01,3.836775422096252441e-01,4.609215855598449707e-01,9.972099065780639648e-01,8.049891591072082520e-01,9.808353185653686523e-01,3.795233368873596191e-01,6.855419278144836426e-01,9.501003026962280273e-01,6.504592299461364746e-01,8.403113484382629395e-01,6.884467005729675293e-01,7.040010094642639160e-01,3.889213800430297852e-01,8.751561045646667480e-01,1.350964903831481934e-01,5.789034366607666016e-01,7.214882969856262207e-01,8.454805612564086914e-01,5.253542661666870117e-01,3.754166364669799805e-01,3.102418184280395508e-01
4.229591488838195801e-01,4.858353137969970703e-01,7.188217043876647949e-01,8.894878029823303223e-01,7.294690608978271484e-02,9.340434670448303223e-01,5.313434600830078125e-01,3.577951788902282715e-01,6.727393269538879395e-01,5.715298056602478027e-01,2.546061277389526367e-01,3.218693733215332031e-01,7.195104360580444336e-01,5.942999720573425293e-01,5.044186115264892578e-01,3.379111886024475098e-01,7.606593370437622070e-01,3.916189670562744141e-01,3.281751275062561035e-01,8.902743458747863770e-01,2.639271020889282227e-01,2.271575927734375000e-01,7.141724824905395508e-01,6.231871247291564941e-01
4.854643344879150391e-02,8.401530981063842773e-02,3.771388530731201172e-01,8.326441049575805664e-01,4.008473157882690430e-01,7.870982885360717773e-01,3.164661526679992676e-01,2.393693923950195312e-01,7.916888594627380371e-01,8.764842152595520020e-01,7.929968833923339844e-02,5.856800079345703125e-02,6.712632775306701660e-01,3.361170291900634766e-01,5.736486911773681641e-01,1.502794623374938965e-01,8.600409030914306641e-01,4.503393173217773438e-01,8.949934244155883789e-01,7.963242530822753906e-01,7.053425908088684082e-01,2.306421995162963867e-01,7.670095562934875488e-01,5.202126502990722656e-02
5.700945258140563965e-01,4.045518040657043457e-01,9.966443181037902832e-01,1.985130310058593750e-01,9.465247392654418945e-01,9.075301885604858398e-02,6.231724619865417480e-01,5.803323388099670410e-01,8.989449739456176758e-01,2.986961007118225098e-01,9.020748734474182129e-01,6.719948649406433105e-01,8.903967142105102539e-01,1.995154023170471191e-01,7.582421302795410156e-01,9.421131014823913574e-01,4.859673976898193359e-02,3.651101589202880859e-01,6.365128159523010254e-01,1.054952740669250488e-01,5.100634098052978516e-01,6.291081309318542480e-01,7.639874219894409180e-01,9.271545410156250000e-01
4.098246097564697266e-01,4.403771162033081055e-01,4.742111563682556152e-01,9.545904397964477539e-01,1.957532167434692383e-01,4.998958110809326172e-01,4.983270168304443359e-02,4.252285957336425781e-01,9.453133344650268555e-01,6.202134490013122559e-01,3.496102690696716309e-01,9.950965046882629395e-01,6.037570834159851074e-01,9.489436745643615723e-01,1.633191108703613281e-02,4.600450992584228516e-01,8.349548578262329102e-01,7.577288150787353516e-01,4.074903726577758789e-01,4.974226951599121094e-01,4.202418327331542969e-01,5.293121337890625000e-01,2.302474379539489746e-01,7.857856750488281250e-01
7.770913839340209961e-02,4.146558046340942383e-01,2.818608880043029785e-01,7.344835400581359863e-01,7.492941021919250488e-01,7.111428380012512207e-01,9.244686365127563477e-01,9.320596456527709961e-01,1.846489906311035156e-01,1.149325966835021973e-01,1.323602199554443359e-01,7.290151119232177734e-01,9.703232645988464355e-01,9.274238944053649902e-01,6.682410240173339844e-01,9.679261445999145508e-01,8.712635636329650879e-01,1.470625400543212891e-02,1.192368268966674805e-01,8.636400699615478516e-01,8.235865831375122070e-02,9.811950325965881348e-01,8.273748755455017090e-01,9.572101235389709473e-01
3.603224754333496094e-01,1.487639546394348145e-01,5.168646574020385742e-01,9.726287722587585449e-01,3.672221899032592773e-01,8.899355530738830566e-01,3.838319182395935059e-01,8.223738074302673340e-01,2.295793890953063965e-01,4.799879193305969238e-01,3.268463015556335449e-01,2.323728799819946289e-01,8.926862478256225586e-01,8.018805384635925293e-01,1.396560668945312500e-01,9.235301017761230469e-01,9.709718823432922363e-01,2.661302685737609863e-01,4.264262318611145020e-01,5.389343500137329102e-01,6.570942401885986328e-01,4.427527785301208496e-01,1.487589478492736816e-01,9.310172796249389648e-01
6.920283436775207520e-01,4.051065444946289062e-02,8.143059015274047852e-01,7.320061922073364258e-01,1.832727789878845215e-01,6.143732070922851562e-01,5.016726255416870117e-01,2.836531400680541992e-02,9.273994565010070801e-01,7.192197442054748535e-01,3.102194070816040039e-01,1.599168777465820312e-02,9.127789735794067383e-02,7.579509615898132324e-01,1.493397951126098633e-01,5.127586722373962402e-01,8.987046480178833008e-01,9.291042089462280273e-01,2.679284214973449707e-01,6.608247756958007812e-02,4.948736429214477539e-01,8.413172364234924316e-01,6.246541738510131836e-01,6.668996810913085938e-02
