8.506242036819458008e-01,6.369616389274597168e-01,5.111364722251892090e-01,2.697866559028625488e-01,3.078293800354003906e-01,4.097348451614379883e-02,7.524013519287109375e-02,1.652759313583374023e-02,1.752672791481018066e-01,8.132702112197875977e-01,6.494157314300537109e-01,9.127555489540100098e-01,5.036269426345825195e-01,6.066357493400573730e-01,9.707428216934204102e-01,7.294965386390686035e-01,6.322707533836364746e-01,5.436249375343322754e-01,5.599173903465270996e-01,9.350724220275878906e-01,2.773470282554626465e-01,8.158535361289978027e-01,6.708765029907226562e-01,2.738475799560546875e-03,3.941491246223449707e-01,8.574042320251464844e-01,5.543149113655090332e-01,3.358554840087890625e-02,7.648898959159851074e-01,7.296554446220397949e-01,8.465752005577087402e-01,1.756556034088134766e-01,8.928674459457397461e-02,8.631789088249206543e-01,2.210193872451782227e-02,5.414611697196960449e-01,8.039963245391845703e-02,2.997118830680847168e-01,4.810613393783569336e-01,4.226871728897094727e-01,4.032384753227233887e-01,2.831965684890747070e-02,5.352616310119628906e-03,1.242832541465759277e-01,8.284270763397216797e-03,6.706243753433227539e-01,5.256177186965942383e-01,6.471894979476928711e-01,2.572997808456420898e-01,6.153850555419921875e-01,7.640548944473266602e-01,3.836775422096252441e-01,4.609215855598449707e-01,9.972099065780639648e-01,8.049891591072082520e-01,9.808353185653686523e-01,3.795233368873596191e-01,6.855419278144836426e-01,9.501003026962280273e-01,6.504592299461364746e-01,8.403113484382629395e-01,6.884467005729675293e-01,7.040010094642639160e-01,3.889213800430297852e-01,8.751561045646667480e-01,1.350964903831481934e-01,5.789034366607666016e-01,7.214882969856262207e-01,8.454805612564086914e-01,5.253542661666870117e-01,3.754166364669799805e-01,3.102418184280395508e-01,4.229591488838195801e-01,4.858353137969970703e-01,7.188217043876647949e-01,8.894878029823303223e-01,7.294690608978271484e-02,9.340434670448303223e-01,5.313434600830078125e-01,3.577951788902282715e-01
6.727393269538879395e-01,5.715298056602478027e-01,2.546061277389526367e-01,3.218693733215332031e-01,7.195104360580444336e-01,5.942999720573425293e-01,5.044186115264892578e-01,3.379111886024475098e-01,7.606593370437622070e-01,3.916189670562744141e-01,3.281751275062561035e-01,8.902743458747863770e-01,2.639271020889282227e-01,2.271575927734375000e-01,7.141724824905395508e-01,6.231871247291564941e-01,4.854643344879150391e-02,8.401530981063842773e-02,3.771388530731201172e-01,8.326441049575805664e-01,4.008473157882690430e-01,7.870982885360717773e-01,3.164661526679992676e-01,2.393693923950195312e-01,7.916888594627380371e-01,8.764842152595520020e-01,7.929968833923339844e-02,5.856800079345703125e-02,6.712632775306701660e-01,3.361170291900634766e-01,5.736486911773681641e-01,1.502794623374938965e-01,8.600409030914306641e-01,4.503393173217773438e-01,8.949934244155883789e-01,7.963242530822753906e-01,7.053425908088684082e-01,2.306421995162963867e-01,7.670095562934875488e-01,5.202126502990722656e-02,5.700945258140563965e-01,4.045518040657043457e-01,9.966443181037902832e-01,1.985130310058593750e-01,9.465247392654418945e-01,9.075301885604858398e-02,6.231724619865417480e-01,5.803323388099670410e-01,8.989449739456176758e-01,2.986961007118225098e-01,9.020748734474182129e-01,6.719948649406433105e-01,8.903967142105102539e-01,1.995154023170471191e-01,7.582421302795410156e-01,9.421131014823913574e-01,4.859673976898193359e-02,3.651101589202880859e-01,6.365128159523010254e-01,1.054952740669250488e-01,5.100634098052978516e-01,6.291081309318542480e-01,7.639874219894409180e-01,9.271545410156250000e-01,4.098246097564697266e-01,4.403771162033081055e-01,4.742111563682556152e-01,9.545904397964477539e-01,1.957532167434692383e-01,4.998958110809326172e-01,4.983270168304443359e-02,4.252285957336425781e-01,9.453133344650268555e-01,6.202134490013122559e-01,3.496102690696716309e-01,9.950965046882629395e-01,6.037570834159851074e-01,9.489436745643615723e-01,1.633191108703613281e-02,4.600450992584228516e-01
8.349548578262329102e-01,7.577288150787353516e-01,4.074903726577758789e-01,4.974226951599121094e-01,4.202418327331542969e-01,5.293121337890625000e-01,2.302474379539489746e-01,7.857856750488281250e-01,7.770913839340209961e-02,4.146558046340942383e-01,2.818608880043029785e-01,7.344835400581359863e-01,7.492941021919250488e-01,7.111428380012512207e-01,9.244686365127563477e-01,9.320596456527709961e-01,1.846489906311035156e-01,1.149325966835021973e-01,1.323602199554443359e-01,7.290151119232177734e-01,9.703232645988464355e-01,9.274238944053649902e-01,6.682410240173339844e-01,9.679261445999145508e-01,8.712635636329650879e-01,1.470625400543212891e-02,1.192368268966674805e-01,8.636400699615478516e-01,8.235865831375122070e-02,9.811950325965881348e-01,8.273748755455017090e-01,9.572101235389709473e-01,3.603224754333496094e-01,1.487639546394348145e-01,5.168646574020385742e-01,9.726287722587585449e-01,3.672221899032592773e-01,8.899355530738830566e-01,3.838319182395935059e-01,8.223738074302673340e-01,2.295793890953063965e-01,4.799879193305969238e-01,3.268463015556335449e-01,2.323728799819946289e-01,8.926862478256225586e-01,8.018805384635925293e-01,1.396560668945312500e-01,9.235301017761230469e-01,9.709718823432922363e-01,2.661302685737609863e-01,4.264262318611145020e-01,5.389343500137329102e-01,6.570942401885986328e-01,4.427527785301208496e-01,1.487589478492736816e-01,9.310172796249389648e-01,6.920283436775207520e-01,4.051065444946289062e-02,8.143059015274047852e-01,7.320061922073364258e-01,1.832727789878845215e-01,6.143732070922851562e-01,5.016726255416870117e-01,2.836531400680541992e-02,9.273994565010070801e-01,7.192197442054748535e-01,3.102194070816040039e-01,1.599168777465820312e-02,9.127789735794067383e-02,7.579509615898132324e-01,1.493397951126098633e-01,5.127586722373962402e-01,8.987046480178833008e-01,9.291042089462280273e-01,2.679284214973449707e-01,6.608247756958007812e-02,4.948736429214477539e-01,8.413172364234924316e-01,6.246541738510131836e-01,6.668996810913085938e-02
6.501710414886474609e-01,3.443099260330200195e-01,2.262146472930908203e-01,4.302986860275268555e-01,8.732914924621582031e-01,9.660620689392089844e-01,1.410549879074096680e-01,5.622318387031555176e-01,7.614991664886474609e-01,2.588645815849304199e-01,2.726579308509826660e-01,2.416756749153137207e-01,2.096186280250549316e-01,8.881182670593261719e-01,2.186214327812194824e-01,2.258694171905517578e-01,1.254430413246154785e-01,1.245546936988830566e-01,7.784686088562011719e-01,2.883307337760925293e-01,8.019760847091674805e-01,5.861230492591857910e-01,8.584024310111999512e-01,5.540904998779296875e-01,7.641652226448059082e-01,8.097107410430908203e-01,6.103378534317016602e-02,5.604759454727172852e-01,4.546524286270141602e-01,2.884212136268615723e-01,4.524432420730590820e-01,4.128963351249694824e-01,4.918259382247924805e-01,8.181209564208984375e-01,8.254943490028381348e-01,6.265064477920532227e-01,7.102878093719482422e-01,9.590775966644287109e-01,6.369093656539916992e-01,3.694043755531311035e-01,8.208847045898437500e-02,5.526114702224731445e-01,2.314682602882385254e-01,5.939241647720336914e-01,2.570724487304687500e-02,8.482911586761474609e-01,9.445612430572509766e-01,1.454734802246093750e-01,8.191512823104858398e-01,4.065102934837341309e-01,4.168343544006347656e-02,9.099589586257934570e-01,9.409132003784179688e-01,4.306685924530029297e-02,5.933641195297241211e-01,8.227062225341796875e-01,7.898519635200500488e-01,4.153839945793151855e-01,8.599169850349426270e-01,8.298039436340332031e-01,1.133627295494079590e-01,9.954512119293212891e-03,1.022295355796813965e-01,3.650461435317993164e-01,1.096879243850708008e-01,7.863003015518188477e-02,2.587577700614929199e-01,6.526145339012145996e-01,5.241775512695312500e-01,2.738490700721740723e-01,9.504634737968444824e-01,7.026520371437072754e-01,6.344136595726013184e-01,9.438014030456542969e-01,7.855470776557922363e-01,1.268170475959777832e-01,3.695243597030639648e-02,8.647782802581787109e-01,4.078401327133178711e-01,5.946409702301025391e-02
4.765667319297790527e-01,3.807705044746398926e-01,4.310900568962097168e-01,4.297740459442138672e-01,3.141495585441589355e-01,4.888495206832885742e-01,4.915347099304199219e-01,9.764623045921325684e-01,6.927375197410583496e-01,7.756911516189575195e-01,8.035957813262939453e-03,3.088573217391967773e-01,9.837039113044738770e-01,2.698367834091186523e-01,5.099624395370483398e-01,8.631201982498168945e-01,6.386010050773620605e-01,8.813071250915527344e-01,1.643992662429809570e-01,5.107064843177795410e-01,6.356015801429748535e-01,3.442956805229187012e-01,5.741877555847167969e-01,9.949173331260681152e-01,7.365649938583374023e-01,3.159435391426086426e-01,6.394529342651367188e-02,1.827123761177062988e-01,2.720206975936889648e-01,8.800981044769287109e-01,2.709764242172241211e-01,8.123353719711303711e-01,2.738338708877563477e-01,6.678893566131591797e-01,5.268899202346801758e-01,9.584136009216308594e-01,5.663955807685852051e-01,9.257145524024963379e-01,9.619820713996887207e-01,7.482484579086303711e-01,6.283780336380004883e-01,8.607013821601867676e-01,9.964563250541687012e-01,2.471467256546020508e-01,5.625342726707458496e-01,1.412464976310729980e-01,1.049303412437438965e-01,6.700618267059326172e-01,4.754048585891723633e-02,7.146185040473937988e-01,8.208762407302856445e-01,1.670529246330261230e-01,6.803829073905944824e-01,3.955572247505187988e-01,8.933772444725036621e-01,9.102557301521301270e-01,5.775057077407836914e-01,5.614007115364074707e-01,7.105796933174133301e-01,5.783358812332153320e-01,7.458661794662475586e-01,1.941297650337219238e-01,7.821551561355590820e-01,5.260221958160400391e-01,7.518563866615295410e-01,5.234346985816955566e-01,3.065599799156188965e-01,8.893561363220214844e-02,5.253675580024719238e-01,9.819426536560058594e-01,3.583407402038574219e-02,5.713955760002136230e-01,4.471139311790466309e-01,6.408870220184326172e-03,5.435673594474792480e-01,7.726491689682006836e-01,7.415205240249633789e-01,9.782657027244567871e-01,5.290762782096862793e-01,5.898699760437011719e-01
9.658135771751403809e-01,3.196815848350524902e-01,7.985014319419860840e-01,1.875076889991760254e-01,3.619182109832763672e-01,6.725265979766845703e-01,5.796187520027160645e-01,1.951073408126831055e-01,6.593685746192932129e-01,5.776878595352172852e-01,9.204686284065246582e-01,6.022391319274902344e-01,8.843791484832763672e-01,9.624230861663818359e-01,8.757722377777099609e-02,7.226520776748657227e-02,5.025418400764465332e-01,4.999728202819824219e-01,5.550118684768676758e-01,7.440974712371826172e-01,3.153395056724548340e-01,1.772267222404479980e-01,6.801141500473022461e-01,3.880667090415954590e-01,9.297208189964294434e-01,6.289547681808471680e-02,7.091924548149108887e-01,7.258808612823486328e-01,2.710274457931518555e-01,8.776783943176269531e-02,3.182406425476074219e-01,3.950916528701782227e-01,9.794164896011352539e-01,8.735225796699523926e-01,2.310863137245178223e-01,4.723002910614013672e-01,5.998860597610473633e-01,9.126219153404235840e-01,1.350387930870056152e-01,7.659170627593994141e-01,9.252431392669677734e-01,9.153239130973815918e-01,2.770449519157409668e-01,1.274029612541198730e-01,5.938088297843933105e-01,7.356286048889160156e-02,1.299951672554016113e-01,7.032620906829833984e-02,2.108943462371826172e-01,8.688542842864990234e-01,6.726644635200500488e-01,6.340699791908264160e-01,9.853999018669128418e-01,4.965716600418090820e-01,3.999954462051391602e-02,1.635434031486511230e-01,2.602930068969726562e-01,6.737334132194519043e-01,3.570504784584045410e-01,3.180173635482788086e-01,1.121850013732910156e-01,7.108798623085021973e-01,2.448475360870361328e-02,4.603552818298339844e-01,7.444249987602233887e-01,5.074698328971862793e-01,6.870289444923400879e-01,7.896656990051269531e-01,2.248892188072204590e-01,9.274542331695556641e-02,5.635088682174682617e-02,5.787584781646728516e-01,2.640393376350402832e-01,1.972349286079406738e-01,7.349439859390258789e-01,8.081367015838623047e-01,9.544059038162231445e-01,4.888460040092468262e-01,5.226033329963684082e-01,9.886953234672546387e-01
5.037217736244201660e-01,1.829432845115661621e-01,2.557694315910339355e-01,9.630191326141357422e-01,4.321092367172241211e-02,8.009170293807983398e-01,6.474987864494323730e-01,4.812604784965515137e-01,8.334997296333312988e-01,8.135340213775634766e-01,4.399980306625366211e-01,6.028488874435424805e-01,7.637018561363220215e-01,6.551210284233093262e-01,4.855320453643798828e-01,9.136907458305358887e-01,8.827982544898986816e-01,6.527036428451538086e-02,5.471084117889404297e-01,8.349881768226623535e-01,8.443188667297363281e-02,3.818147778511047363e-01,5.086968541145324707e-01,3.255456089973449707e-01,6.953570842742919922e-01,9.940267205238342285e-01,3.638647198677062988e-01,7.811904549598693848e-01,1.171512007713317871e-01,4.855350852012634277e-01,5.358695983886718750e-03,4.226283431053161621e-01,1.402705907821655273e-02,8.775289058685302734e-01,9.693897962570190430e-01,8.681482076644897461e-02,8.180285096168518066e-01,7.084187269210815430e-01,3.007887601852416992e-01,7.891545891761779785e-01,9.623109102249145508e-01,7.991963624954223633e-01,6.925316452980041504e-01,3.222866654396057129e-01,6.064720153808593750e-01,7.966391444206237793e-01,7.146187424659729004e-01,2.253283858299255371e-01,4.120117425918579102e-01,3.623079061508178711e-01,6.947498917579650879e-01,4.174481034278869629e-01,4.194523692131042480e-01,5.414099693298339844e-01,5.793756842613220215e-01,1.126136183738708496e-01,9.249479174613952637e-01,4.069477915763854980e-01,1.754648089408874512e-01,3.006458282470703125e-04,4.348044395446777344e-01,7.443807125091552734e-01,2.963003516197204590e-01,8.518759012222290039e-01,1.996147036552429199e-01,1.389316320419311523e-01,3.910987973213195801e-01,7.037857174873352051e-01,2.995709776878356934e-01,8.211030364036560059e-01,2.088320255279541016e-02,9.818282723426818848e-01,4.712998867034912109e-02,8.437905311584472656e-01,3.535568714141845703e-03,4.241064786911010742e-01,3.094517588615417480e-01,9.796887040138244629e-01,6.548894047737121582e-01,9.739843606948852539e-01
4.145593047142028809e-01,5.036769509315490723e-01,5.022752285003662109e-01,7.534465193748474121e-01,5.091511607170104980e-01,9.138376116752624512e-01,1.919530034065246582e-01,4.761470556259155273e-01,2.467511892318725586e-01,8.637862205505371094e-01,1.373592615127563477e-01,7.015685439109802246e-01,9.118576645851135254e-01,2.939242124557495117e-01,2.791816592216491699e-01,7.676522135734558105e-01,5.913123488426208496e-01,5.706847310066223145e-01,8.841525912284851074e-01,9.384512901306152344e-02,2.730710506439208984e-01,3.913803696632385254e-01,9.174746870994567871e-01,7.374095916748046875e-02,4.526311755180358887e-01,4.761669039726257324e-01,1.451307535171508789e-02,4.285395741462707520e-01,6.487368345260620117e-01,4.237374067306518555e-01,3.056553006172180176e-01,5.863003134727478027e-01,9.808852076530456543e-01,1.226906180381774902e-01,2.862083911895751953e-01,9.337688684463500977e-01,2.964131832122802734e-01,6.840504407882690430e-01,3.514097332954406738e-01,8.237813115119934082e-01,5.853489637374877930e-01,8.968011736869812012e-01,6.375146508216857910e-01,5.833200216293334961e-01,4.885637760162353516e-01,4.021817445755004883e-02,1.206746697425842285e-01,7.114868164062500000e-01,6.395858526229858398e-01,5.690258145332336426e-01,1.168709993362426758e-01,8.259571790695190430e-01,7.961839437484741211e-01,5.321604609489440918e-01,2.543115615844726562e-01,8.132440447807312012e-01,5.217275619506835938e-01,9.970102906227111816e-01,2.805288434028625488e-01,3.505547642707824707e-01,8.036208152770996094e-01,1.710214018821716309e-01,3.218715190887451172e-01,3.916747570037841797e-01,7.262117266654968262e-01,7.530499696731567383e-01,7.884389758110046387e-01,4.392288923263549805e-01,6.153791546821594238e-01,5.883800983428955078e-01,7.721117734909057617e-01,1.273584365844726562e-01,3.181438446044921875e-01,7.261234521865844727e-01,2.017448544502258301e-01,2.800823450088500977e-01,9.785631299018859863e-01,1.906175017356872559e-01,9.980671405792236328e-01,8.629499673843383789e-01
1.560500264167785645e-01,5.644127726554870605e-01,3.237348794937133789e-01,4.844989180564880371e-01,6.098222732543945312e-01,8.988237380981445312e-01,9.312974810600280762e-01,8.601242303848266602e-02,1.789905428886413574e-01,6.961544156074523926e-01,2.061637043952941895e-01,3.279822468757629395e-01,5.854600667953491211e-01,1.754097342491149902e-01,9.944144487380981445e-01,6.747986078262329102e-01,2.272296547889709473e-01,3.628219366073608398e-01,6.481487154960632324e-01,3.298957943916320801e-01,6.217274665832519531e-01,9.436777234077453613e-01,3.654594421386718750e-01,1.992983222007751465e-01,2.857665419578552246e-01,5.121736526489257812e-01,5.557303428649902344e-01,2.401316165924072266e-02,6.431742310523986816e-01,1.633680462837219238e-01,6.298837661743164062e-01,8.834186792373657227e-01,1.934267878532409668e-01,7.892475128173828125e-01,3.402161598205566406e-02,5.568354725837707520e-01,6.670301556587219238e-01,2.224533557891845703e-01,7.815690040588378906e-01,5.577475428581237793e-01,4.179760813713073730e-01,1.214647293090820312e-02,1.346633434295654297e-01,7.129936218261718750e-01,4.069553017616271973e-01,7.167506217956542969e-01,9.610435962677001953e-01,6.460449695587158203e-01,7.416591048240661621e-01,6.113386750221252441e-01,3.001761436462402344e-01,7.371640205383300781e-02,6.131283640861511230e-01,2.464059591293334961e-01,1.209329962730407715e-01,5.743780136108398438e-01,6.101188659667968750e-01,3.941867351531982422e-01,6.296389102935791016e-01,9.920231699943542480e-01,7.582362890243530273e-01,9.237453341484069824e-01,6.785267591476440430e-02,1.520078778266906738e-01,3.585128188133239746e-01,5.899605751037597656e-01,6.955161690711975098e-01,6.962150931358337402e-01,9.064849019050598145e-01,1.365433931350708008e-01,1.714878082275390625e-01,3.125956058502197266e-01,1.677323579788208008e-01,7.159178256988525391e-01,4.119960069656372070e-01,9.011080861091613770e-01,2.837190032005310059e-01,3.417426347732543945e-01,2.989033460617065430e-01,2.389436960220336914e-01
8.406144976615905762e-01,8.217919468879699707e-01,2.957146763801574707e-01,5.849826335906982422e-01,8.785407543182373047e-01,4.765883684158325195e-01,9.024968743324279785e-01,2.561500072479248047e-01,2.259045243263244629e-01,7.265830039978027344e-02,6.314797401428222656e-01,1.789140701293945312e-02,1.780022382736206055e-01,5.799701213836669922e-01,4.406380653381347656e-01,1.911102533340454102e-01,5.126673579216003418e-01,9.755329489707946777e-01,9.832253456115722656e-01,1.074771881103515625e-01,7.531971931457519531e-01,4.520887732505798340e-01,4.657699465751647949e-01,3.946597576141357422e-01,8.368682265281677246e-01,2.323114275932312012e-01,5.846707224845886230e-01,7.487556934356689453e-01,4.143940210342407227e-01,6.437047123908996582e-01,1.184496283531188965e-01,7.257576584815979004e-01,3.037790656089782715e-01,8.280855417251586914e-02,2.953933477401733398e-01,3.527433872222900391e-01,6.446623802185058594e-01,5.198330283164978027e-01,8.331009745597839355e-01,4.267210960388183594e-01,8.866972923278808594e-01,4.061752557754516602e-02,3.250217437744140625e-01,1.940274238586425781e-01,3.822730183601379395e-01,9.450246095657348633e-01,1.352235674858093262e-01,1.625697016716003418e-01,4.081391096115112305e-01,8.520523309707641602e-01,8.120298385620117188e-03,8.221371173858642578e-01,7.794424295425415039e-01,3.912937045097351074e-01,4.287874698638916016e-02,4.667834639549255371e-01,7.012860178947448730e-01,8.240017890930175781e-01,1.584711670875549316e-01,6.806862950325012207e-01,5.549038052558898926e-01,8.369436860084533691e-01,7.102288007736206055e-01,7.575965523719787598e-01,8.549333214759826660e-01,6.912714242935180664e-01,3.943787217140197754e-01,9.129740595817565918e-01,5.567782521247863770e-01,8.228070735931396484e-01,1.028217673301696777e-01,1.790626645088195801e-01,5.472547411918640137e-01,7.482242584228515625e-01,9.509705305099487305e-01,8.668130636215209961e-02,8.603404760360717773e-01,4.258562326431274414e-01,9.502443671226501465e-01,3.967518806457519531e-01
